"11.18.A1.201,""Антитела к трихомонаде (Trichomonas vaginalis), IgG"",п/кол.,25,3,1005,""trichomonas, трихомониаз, IgG к трихомонаде, иммуноглобулин G к трихомонаде, Антитела к трихомонаде, IgG, антитела трихомонаде (Trichomonas vaginalis), IGG к трихомонаде (Trichomonas vaginalis)"",,test_antitela_k_trihomonade_trichomonas_vaginalis_igg,100";;;;;;;;
"11.19.A1.201,""Антитела к токсоплазме (Toxoplasma gondii), IgM"",кач.,25,1,1060,""toxoplasma, токсоплазма, IgM к токсоплазме, иммуноглобулин M к токсоплазме, Антитела к токсоплазме, IgM, антитела токсоплазме (Toxoplasma gondii), IGM к токсоплазме (Toxoplasma gondii)"",,test_antitela_k_toksoplazme_toxoplasma_gondii_igm,100";;;;;;;;
"11.19.A2.201,""Антитела к токсоплазме (Toxoplasma gondii), IgG"",кол.,25,1,815,""toxoplasma, токсоплазма, IgG к токсоплазме, иммуноглобулин G к токсоплазме, Антитела к токсоплазме, IgG, антитела токсоплазме (Toxoplasma gondii), IGG к токсоплазме (Toxoplasma gondii)"",,test_antitela_k_toksoplazme_toxoplasma_gondii_igg,100";;;;;;;;
"11.19.A4.201,""Антитела к токсоплазме (Toxoplasma gondii), IgA"",п/кол.,25,3,755,""toxoplasma, токсоплазма, IgA к токсоплазме, иммуноглобулин A к токсоплазме, Антитела к токсоплазме, IgA, антитела токсоплазме (Toxoplasma gondii), IGA к токсоплазме (Toxoplasma gondii)"",,test_antitela_k_toksoplazme_toxoplasma_gondii_iga,100";;;;;;;;
"11.2.A1.201,""Поверхностный антиген вируса гепатита В (австралийский антиген, HbsAg)"",кач.,25,1,560,Поверхностный антиген вируса гепатита В,,test_poverhnostnyy_antigen_virusa_gepatita_v_avstraliyskiy_antigen_hbsag,100";;;;;;;;
"11.2.A2.201,Антитела к поверхностному антигену вируса гепатита В (Anti-HBs),кол.,25,1,980,""анализ на антитела к поверхностному антигену вируса гепатита В, Антитела к поверхностному антигену вируса гепатита В, Anti-HBs, антитела поверхностному антигену вируса гепатита В (Anti-HBs)"",,test_antitela_k_poverhnostnomu_antigenu_virusa_gepatita_v_anti_hbs,100";;;;;;;;
"11.2.A3.201,""Антитела к ядерному (cor) антигену вируса гепатита В, суммарные (Anti-HBcor)"",п/кол.,25,1,980,""анализ на антитела к ядерному антигену вируса гепатита В, суммарные, Антитела к ядерному антигену вируса гепатита В, суммарные, Anti-HBcor, антитела ядерному (cor) антигену вируса гепатита В"",,test_antitela_k_yadernomu_cor_antigenu_virusa_gepatita_v_summarnye_anti_hbcor,100";;;;;;;;
"11.2.A4.201,""Антитела к ядерному (cor) антигену вируса гепатита В, IgM (Anti-HBcor IgM)"",п/кол.,25,1,1195,""IgM к ядерному антигену вируса гепатита В, иммуноглобулин M к ядерному антигену вируса гепатита В, Антитела к ядерному антигену вируса гепатита В, IgM, Anti-HBcor IgM, антитела ядерному (cor) антигену вируса гепатита В, IGM к ядерному (cor) антигену вируса гепатита В, антитела к ядерному (cor) антигену вируса гепатита В IGM"",,test_antitela_k_yadernomu_cor_antigenu_virusa_gepatita_v_igm_anti_hbcor_igm,100";;;;;;;;
11.2.A5.201,Антиген HBе вируса гепатита В (HbеAg),п/кол.,25,1,1025,Антиген HBе вируса гепатита В,,test_antigen_hbe_virusa_gepatita_v_hbeag,100;;;;;;;;
"11.2.A6.201,""Антитела к HBе-антигену вируса гепатита B, суммарные (Anti-HBе)"",п/кол.,25,1,980,""анализ на антитела к HBе-антигену вируса гепатита B, суммарные, Антитела к HBе-антигену вируса гепатита B, суммарные, Anti-HBе, антитела HBе-антигену вируса гепатита B"",,test_antitela_k_hbe_antigenu_virusa_gepatita_b_summarnye_anti_hbe,100";;;;;;;;
"11.2.A7.201,""Поверхностный антиген вируса гепатита В (австралийский антиген, HbsAg), количественно"",кол.,25,1,1900,""Поверхностный антиген вируса гепатита В, количественно"",,test_poverhnostnyy_antigen_virusa_gepatita_v_avstraliyskiy_antigen_hbsag_kolichestvenno,100";;;;;;;;
"11.20.A1.201,""Антитела к описторхам (Opisthorchis felineus), IgG"",п/кол.,25,3,1235,""описторхоз, IgG к описторхам, иммуноглобулин G к описторхам, Антитела к описторхам, IgG, антитела описторхам (Opisthorchis felineus), IGG к описторхам (Opisthorchis felineus)"",,test_antitela_k_opistorham_opisthorchis_felineus_igg,100";;;;;;;;
"11.20.A10.201,""Антитела к описторхам (Opisthorchis felineus), IgM"",кач.,25,3,1055,""описторхоз, IgM к описторхам, иммуноглобулин M к описторхам, Антитела к описторхам, IgM, антитела описторхам (Opisthorchis felineus), IGM к описторхам (Opisthorchis felineus)"",,test_antitela_k_opistorham_opisthorchis_felineus_igm,100";;;;;;;;
"11.20.A12.201,""Антитела к аскаридам (Ascaris lumbricoides), IgG"",п/кол.,25,3,1295,""аскарида, аскаридоз, IgG к аскаридам, иммуноглобулин G к аскаридам, Антитела к аскаридам, IgG, антитела аскаридам (Ascaris lumbricoides), IGG к аскаридам (Ascaris lumbricoides)"",,test_antitela_k_askaridam_ascaris_lumbricoides_igg,100";;;;;;;;
"11.20.A13.201,""Антитела к клонорхам (Clonorchis sinensis), IgG"",п/кол.,25,8,1135,""IgG к клонорхам, иммуноглобулин G к клонорхам, Антитела к клонорхам, IgG, антитела клонорхам (Clonorchis sinensis), IGG к клонорхам (Clonorchis sinensis)"",,test_antitela_k_klonorham_clonorchis_sinensis_igg,100";;;;;;;;
"11.20.A14.201,""ЦИК, содержащие антигены описторхов"",п/кол.,25,8,705,описторхоз,,test_tsik_soderzhaschie_antigeny_opistorhov,100";;;;;;;;
"11.20.A16,""Антитела к анизакидам (Anisakis), IgG"",п/кол.,25,8,1015,""IgG к анизакидам, иммуноглобулин G к анизакидам, Антитела к анизакидам, IgG, антитела анизакидам (Anisakis), IGG к анизакидам (Anisakis)"",,test_antitela_k_anizakidam_anisakis_igg,100";;;;;;;;
"11.20.A2.201,""Антитела к эхинококкам (Echinococcus granulosus), IgG"",п/кол.,25,3,1110,""IgG к эхинококкам, иммуноглобулин G к эхинококкам, Антитела к эхинококкам, IgG, антитела эхинококкам (Echinococcus granulosus), IGG к эхинококкам (Echinococcus granulosus)"",,test_antitela_k_ehinokokkam_echinococcus_granulosus_igg,100";;;;;;;;
"11.20.A3.201,""Антитела к токсокарам (Toxocara canis), IgG"",п/кол.,25,3,800,""токсокароз, IgG к токсокарам, иммуноглобулин G к токсокарам, Антитела к токсокарам, IgG, антитела токсокарам (Toxocara canis), IGG к токсокарам (Toxocara canis)"",,test_antitela_k_toksokaram_toxocara_canis_igg,100";;;;;;;;
"11.20.A4.201,""Антитела к трихинеллам (Trichinella spiralis), IgG"",п/кол.,25,3,790,""IgG к трихинеллам, иммуноглобулин G к трихинеллам, Антитела к трихинеллам, IgG, антитела трихинеллам (Trichinella spiralis), IGG к трихинеллам (Trichinella spiralis)"",,test_antitela_k_trihinellam_trichinella_spiralis_igg,100";;;;;;;;
"11.20.A5.201,""Антитела к шистосомам (Schistosoma mansoni), IgG"",кач.,25,8,1175,""IgG к шистосомам, иммуноглобулин G к шистосомам, Антитела к шистосомам, IgG, антитела шистосомам (Schistosoma mansoni), IGG к шистосомам (Schistosoma mansoni)"",,test_antitela_k_shistosomam_schistosoma_mansoni_igg,100";;;;;;;;
"11.20.A6.201,""Антитела к угрицам кишечным (Strongyloides stercoralis), IgG"",кач.,25,8,1240,""IgG к угрицам кишечным, иммуноглобулин G к угрицам кишечным, Антитела к угрицам кишечным, IgG, антитела угрицам кишечным (Strongyloides stercoralis), IGG к угрицам кишечным (Strongyloides stercoralis)"",,test_antitela_k_ugritsam_kishechnym_strongyloides_stercoralis_igg,100";;;;;;;;
"11.20.A7.201,""Антитела к цистицеркам свиного цепня (Taenia solium), IgG"",п/кол.,25,8,1240,""IgG к цистицеркам свиного цепня, иммуноглобулин G к цистицеркам свиного цепня, Антитела к цистицеркам свиного цепня, IgG, антитела цистицеркам свиного цепня (Taenia solium), IGG к цистицеркам свиного цепня (Taenia solium)"",,test_antitela_k_tsistitserkam_svinogo_tsepnya_taenia_solium_igg,100";;;;;;;;
